id;day;trial;date;size;errors;time;rate_error;rate_time;degree_ornam;female_accep;neophobia;body_condition;degree_mat_female
M22;4;20;02/08/19;4.044;2;26;-0,0677277;-0,0305933;-0,0221502;Rejected;0,4650000;-0,0329329;-0,0158651
M22;5;21;03/08/19;4.044;0;31;-0,0677277;-0,0305933;-0,0221502;Rejected;0,4650000;-0,0329329;-0,0158651
M22;5;22;03/08/19;4.044;1;12;-0,0677277;-0,0305933;-0,0221502;Rejected;0,4650000;-0,0329329;-0,0158651
M22;5;23;03/08/19;4.044;3;38;-0,0677277;-0,0305933;-0,0221502;Rejected;0,4650000;-0,0329329;-0,0158651
M22;5;24;03/08/19;4.044;2;25;-0,0677277;-0,0305933;-0,0221502;Rejected;0,4650000;-0,0329329;-0,0158651
M22;5;25;03/08/19;4.044;2;19;-0,0677277;-0,0305933;-0,0221502;Rejected;0,4650000;-0,0329329;-0,0158651
M23;1;1;30/07/19;3.553;11;382;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;1;2;30/07/19;3.553;7;139;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;1;3;30/07/19;3.553;2;68;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;1;4;30/07/19;3.553;4;136;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;1;5;30/07/19;3.553;3;67;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;2;6;31/07/19;3.553;3;36;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;2;7;31/07/19;3.553;4;89;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;2;8;31/07/19;3.553;3;62;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;2;9;31/07/19;3.553;2;38;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;2;10;31/07/19;3.553;2;59;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;3;11;01/08/19;3.553;1;12;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;3;12;01/08/19;3.553;2;32;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;3;13;01/08/19;3.553;3;45;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;3;14;01/08/19;3.553;3;33;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;3;15;01/08/19;3.553;3;68;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;4;16;02/08/19;3.553;1;18;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;4;17;02/08/19;3.553;1;27;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;4;18;02/08/19;3.553;2;46;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;4;19;02/08/19;3.553;1;24;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;4;20;02/08/19;3.553;1;20;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;5;21;03/08/19;3.553;0;19;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;5;22;03/08/19;3.553;1;11;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;5;23;03/08/19;3.553;2;16;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;5;24;03/08/19;3.553;0;8;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M23;5;25;03/08/19;3.553;1;18;-0,2207692;-0,1001146;0,0621690;Chosen;0,8991000;-0,0012952;0,0614535
M24;1;1;30/07/19;3,440;6;128;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;1;2;30/07/19;3,440;5;475;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;1;3;30/07/19;3,440;5;122;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;1;4;30/07/19;3,440;5;55;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;1;5;30/07/19;3,440;4;203;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;2;6;31/07/19;3,440;incomplete;incomplete;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;2;7;31/07/19;3,440;5;76;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;2;8;31/07/19;3,440;4;113;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;2;9;31/07/19;3,440;4;23;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;2;10;31/07/19;3,440;5;55;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;3;11;01/08/19;3,440;2;63;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;3;12;01/08/19;3,440;2;19;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;3;13;01/08/19;3,440;2;53;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;3;14;01/08/19;3,440;2;40;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;3;15;01/08/19;3,440;1;19;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;4;16;02/08/19;3,440;2;39;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;4;17;02/08/19;3,440;2;17;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;4;18;02/08/19;3,440;2;34;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;4;19;02/08/19;3,440;2;27;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;4;20;02/08/19;3,440;1;22;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;5;21;03/08/19;3,440;2;27;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;5;22;03/08/19;3,440;0;36;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;5;23;03/08/19;3,440;2;31;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;5;24;03/08/19;3,440;1;10;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M24;5;25;03/08/19;3,440;1;19;-0,2038032;-0,0961007;0,1769206;Chosen;0,8021000;0,0098475;0,0466750
M25;1;1;06/08/19;3885,000;12;501;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;1;2;06/08/19;3885,000;9;818;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;1;3;06/08/19;3885,000;3;36;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;1;4;06/08/19;3885,000;3;378;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;1;5;06/08/19;3885,000;7;66;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;2;6;07/08/19;3885,000;2;57;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;2;7;07/08/19;3885,000;4;69;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;2;8;07/08/19;3885,000;2;34;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;2;9;07/08/19;3885,000;1;21;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;2;10;07/08/19;3885,000;6;92;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;3;11;08/08/19;3885,000;7;206;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;3;12;08/08/19;3885,000;3;152;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;3;13;08/08/19;3885,000;5;156;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;3;14;08/08/19;3885,000;2;53;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;3;15;08/08/19;3885,000;4;55;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;4;16;09/08/19;3885,000;4;43;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;4;17;09/08/19;3885,000;4;60;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;4;18;09/08/19;3885,000;3;94;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;4;19;09/08/19;3885,000;4;67;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;4;20;09/08/19;3885,000;1;40;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;5;21;10/08/19;3885,000;0;27;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;5;22;10/08/19;3885,000;2;93;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;5;23;10/08/19;3885,000;1;30;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;5;24;10/08/19;3885,000;3;56;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M25;5;25;10/08/19;3885,000;incomplete;incomplete;-0,2191304;-0,0631082;0,1370236;Chosen;0,9342000;0,0102475;-0,0276413
M26;1;1;06/08/19;3854,000;12;694;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;1;2;06/08/19;3854,000;7;218;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;1;3;06/08/19;3854,000;2;49;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;1;4;06/08/19;3854,000;2;63;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;1;5;06/08/19;3854,000;3;54;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;2;6;07/08/19;3854,000;7;370;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;2;7;07/08/19;3854,000;6;140;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;2;8;07/08/19;3854,000;4;161;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;2;9;07/08/19;3854,000;4;109;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;2;10;07/08/19;3854,000;3;417;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;3;11;08/08/19;3854,000;3;133;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;3;12;08/08/19;3854,000;3;78;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;3;13;08/08/19;3854,000;7;453;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;3;14;08/08/19;3854,000;8;972;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;3;15;08/08/19;3854,000;5;230;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;4;16;09/08/19;3854,000;9;496;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;4;17;09/08/19;3854,000;1;37;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;4;18;09/08/19;3854,000;1;57;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;4;19;09/08/19;3854,000;3;93;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;4;20;09/08/19;3854,000;incomplete;incomplete;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;5;21;10/08/19;3854,000;3;65;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;5;22;10/08/19;3854,000;1;51;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;5;23;10/08/19;3854,000;9;239;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;5;24;10/08/19;3854,000;4;96;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M26;5;25;10/08/19;3854,000;6;106;-0,0624854;-0,0244306;-0,1675478;Rejected;0,5658000;0,0514982;-0,0324360
M27;1;1;06/08/19;3729,000;8;202;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;1;2;06/08/19;3729,000;incomplete;incomplete;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;1;3;06/08/19;3729,000;2;33;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;1;4;06/08/19;3729,000;3;236;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;1;5;06/08/19;3729,000;1;60;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;2;6;07/08/19;3729,000;3;34;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;2;7;07/08/19;3729,000;5;81;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;2;8;07/08/19;3729,000;3;129;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;2;9;07/08/19;3729,000;3;98;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;2;10;07/08/19;3729,000;3;71;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;3;11;08/08/19;3729,000;4;53;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;3;12;08/08/19;3729,000;3;45;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;3;13;08/08/19;3729,000;2;40;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;3;14;08/08/19;3729,000;2;62;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;3;15;08/08/19;3729,000;1;302;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;4;16;09/08/19;3729,000;4;65;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;4;17;09/08/19;3729,000;0;12;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;4;18;09/08/19;3729,000;3;52;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;4;19;09/08/19;3729,000;1;22;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;4;20;09/08/19;3729,000;3;60;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;5;21;10/08/19;3729,000;2;54;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;5;22;10/08/19;3729,000;1;22;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;5;23;10/08/19;3729,000;2;35;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;5;24;10/08/19;3729,000;2;53;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M27;5;25;10/08/19;3729,000;4;51;-0,0901154;-0,0446793;-0,1036474;Rejected;0,4429000;0,0308764;0,0342402
M28;1;1;06/08/19;3969,000;10;271;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;1;2;06/08/19;3969,000;5;375;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;1;3;06/08/19;3969,000;3;146;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;1;4;06/08/19;3969,000;4;176;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;1;5;06/08/19;3969,000;4;241;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;2;6;07/08/19;3969,000;7;156;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;2;7;07/08/19;3969,000;2;55;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;2;8;07/08/19;3969,000;1;53;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;2;9;07/08/19;3969,000;4;104;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;2;10;07/08/19;3969,000;3;101;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;3;11;08/08/19;3969,000;3;115;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;3;12;08/08/19;3969,000;2;69;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;3;13;08/08/19;3969,000;1;51;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;3;14;08/08/19;3969,000;1;48;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;3;15;08/08/19;3969,000;2;60;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;4;16;09/08/19;3969,000;incomplete;incomplete;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;4;17;09/08/19;3969,000;incomplete;incomplete;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;4;18;09/08/19;3969,000;incomplete;incomplete;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;4;19;09/08/19;3969,000;incomplete;incomplete;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;4;20;09/08/19;3969,000;incomplete;incomplete;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;5;21;10/08/19;3969,000;2;62;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;5;22;10/08/19;3969,000;0;18;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;5;23;10/08/19;3969,000;2;28;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;5;24;10/08/19;3969,000;2;41;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
M28;5;25;10/08/19;3969,000;0;12;-0,2085998;-0,1008880;0,1691907;Chosen;0,8167000;0,0435796;-0,0129544
